DATE By Day,DATE,BOROUGH,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,NYPD_MOTOR_VEHICLE_COLLISON_2014,WeekEnd Flag,WRK_WKEND_HOLIDAY
"Tuesday, April 1, 2014",04/01/14,BRONX,8,0,5,0,2,0,1,0,48,Work day,Work day
"Tuesday, April 1, 2014",04/01/14,BROOKLYN,41,0,4,0,2,0,35,0,124,Work day,Work day
"Tuesday, April 1, 2014",04/01/14,MANHATTAN,12,0,6,0,2,0,4,0,116,Work day,Work day
"Tuesday, April 1, 2014",04/01/14,QUEENS,20,0,4,0,2,0,14,0,113,Work day,Work day
"Tuesday, April 1, 2014",04/01/14,STATEN ISLAND,4,0,0,0,0,0,4,0,20,Work day,Work day
"Wednesday, April 2, 2014",04/02/14,,29,1,1,0,1,0,27,1,115,Work day,Work day
"Wednesday, April 2, 2014",04/02/14,BRONX,12,0,2,0,1,0,9,0,44,Work day,Work day
"Wednesday, April 2, 2014",04/02/14,BROOKLYN,38,1,8,1,2,0,28,0,126,Work day,Work day
"Wednesday, April 2, 2014",04/02/14,MANHATTAN,23,0,7,0,3,0,13,0,116,Work day,Work day
"Wednesday, April 2, 2014",04/02/14,QUEENS,27,0,7,0,2,0,18,0,101,Work day,Work day
"Wednesday, April 2, 2014",04/02/14,STATEN ISLAND,1,0,1,0,0,0,0,0,15,Work day,Work day
"Thursday, April 3, 2014",04/03/14,,32,0,3,0,3,0,26,0,147,Work day,Work day
"Thursday, April 3, 2014",04/03/14,BRONX,8,1,5,1,0,0,3,0,62,Work day,Work day
"Thursday, April 3, 2014",04/03/14,BROOKLYN,25,0,11,0,3,0,11,0,134,Work day,Work day
"Thursday, April 3, 2014",04/03/14,MANHATTAN,30,0,5,0,9,0,16,0,119,Work day,Work day
"Thursday, April 3, 2014",04/03/14,QUEENS,26,0,4,0,3,0,19,0,111,Work day,Work day
"Thursday, April 3, 2014",04/03/14,STATEN ISLAND,4,0,1,0,0,0,3,0,19,Work day,Work day
"Friday, April 4, 2014",04/04/14,,23,0,1,0,1,0,21,0,151,Work day,Work day
"Friday, April 4, 2014",04/04/14,BRONX,15,0,8,0,0,0,7,0,57,Work day,Work day
"Friday, April 4, 2014",04/04/14,BROOKLYN,40,1,13,1,1,0,26,0,161,Work day,Work day
"Friday, April 4, 2014",04/04/14,MANHATTAN,20,0,10,0,2,0,8,0,121,Work day,Work day
"Friday, April 4, 2014",04/04/14,QUEENS,28,4,6,0,1,0,21,4,115,Work day,Work day
"Friday, April 4, 2014",04/04/14,STATEN ISLAND,4,0,2,0,0,0,2,0,17,Work day,Work day
"Saturday, April 5, 2014",04/05/14,,41,0,3,0,1,0,37,0,143,Weekend,Weekend
"Saturday, April 5, 2014",04/05/14,BRONX,10,0,4,0,0,0,6,0,49,Weekend,Weekend
"Saturday, April 5, 2014",04/05/14,BROOKLYN,53,0,14,0,2,0,37,0,147,Weekend,Weekend
"Saturday, April 5, 2014",04/05/14,MANHATTAN,21,0,7,0,0,0,14,0,116,Weekend,Weekend
"Saturday, April 5, 2014",04/05/14,QUEENS,25,0,4,0,2,0,19,0,106,Weekend,Weekend
"Saturday, April 5, 2014",04/05/14,STATEN ISLAND,0,1,0,0,0,0,0,1,18,Weekend,Weekend
"Sunday, April 6, 2014",04/06/14,,37,0,2,0,0,0,35,0,122,Weekend,Weekend
"Sunday, April 6, 2014",04/06/14,BRONX,12,0,1,0,0,0,11,0,37,Weekend,Weekend
"Sunday, April 6, 2014",04/06/14,BROOKLYN,41,0,4,0,3,0,34,0,110,Weekend,Weekend
"Sunday, April 6, 2014",04/06/14,MANHATTAN,17,0,6,0,2,0,9,0,106,Weekend,Weekend
"Sunday, April 6, 2014",04/06/14,QUEENS,26,0,5,0,2,0,19,0,95,Weekend,Weekend
"Sunday, April 6, 2014",04/06/14,STATEN ISLAND,1,0,0,0,0,0,1,0,14,Weekend,Weekend
"Monday, April 7, 2014",04/07/14,,40,0,1,0,0,0,39,0,139,Work day,Work day
"Monday, April 7, 2014",04/07/14,BRONX,21,0,9,0,0,0,12,0,47,Work day,Work day
"Monday, April 7, 2014",04/07/14,BROOKLYN,43,0,13,0,6,0,24,0,135,Work day,Work day
"Monday, April 7, 2014",04/07/14,MANHATTAN,12,0,7,0,0,0,5,0,85,Work day,Work day
"Monday, April 7, 2014",04/07/14,QUEENS,37,0,15,0,1,0,21,0,108,Work day,Work day
"Monday, April 7, 2014",04/07/14,STATEN ISLAND,3,0,0,0,0,0,3,0,17,Work day,Work day
"Tuesday, April 8, 2014",04/08/14,,29,0,1,0,0,0,28,0,141,Work day,Work day
"Tuesday, April 8, 2014",04/08/14,BRONX,10,0,5,0,1,0,4,0,59,Work day,Work day
"Tuesday, April 8, 2014",04/08/14,BROOKLYN,42,1,12,0,4,0,26,1,149,Work day,Work day
"Tuesday, April 8, 2014",04/08/14,MANHATTAN,18,0,6,0,5,0,7,0,127,Work day,Work day
"Tuesday, April 8, 2014",04/08/14,QUEENS,25,0,8,0,2,0,15,0,109,Work day,Work day
"Tuesday, April 8, 2014",04/08/14,STATEN ISLAND,6,0,1,0,0,0,5,0,21,Work day,Work day
"Wednesday, April 9, 2014",04/09/14,,33,1,3,0,0,1,30,0,136,Work day,Work day
"Wednesday, April 9, 2014",04/09/14,BRONX,19,0,4,0,2,0,13,0,71,Work day,Work day
"Wednesday, April 9, 2014",04/09/14,BROOKLYN,41,0,9,0,0,0,32,0,146,Work day,Work day
"Wednesday, April 9, 2014",04/09/14,MANHATTAN,21,0,3,0,5,0,13,0,109,Work day,Work day
"Wednesday, April 9, 2014",04/09/14,QUEENS,28,0,8,0,0,0,20,0,109,Work day,Work day
"Wednesday, April 9, 2014",04/09/14,STATEN ISLAND,8,0,4,0,0,0,4,0,24,Work day,Work day
"Thursday, April 10, 2014",04/10/14,,24,0,3,0,0,0,21,0,137,Work day,Work day
"Thursday, April 10, 2014",04/10/14,BRONX,12,0,5,0,0,0,7,0,49,Work day,Work day
"Thursday, April 10, 2014",04/10/14,BROOKLYN,56,0,12,0,6,0,38,0,165,Work day,Work day
"Thursday, April 10, 2014",04/10/14,MANHATTAN,19,1,7,1,3,0,9,0,144,Work day,Work day
"Thursday, April 10, 2014",04/10/14,QUEENS,35,0,5,0,3,0,27,0,122,Work day,Work day
"Thursday, April 10, 2014",04/10/14,STATEN ISLAND,4,0,2,0,0,0,2,0,26,Work day,Work day
"Friday, April 11, 2014",04/11/14,,32,0,4,0,0,0,28,0,124,Work day,Work day
"Friday, April 11, 2014",04/11/14,BRONX,18,0,2,0,2,0,14,0,70,Work day,Work day
"Friday, April 11, 2014",04/11/14,BROOKLYN,31,0,8,0,0,0,23,0,138,Work day,Work day
"Friday, April 11, 2014",04/11/14,MANHATTAN,27,0,11,0,8,0,8,0,149,Work day,Work day
"Friday, April 11, 2014",04/11/14,QUEENS,23,0,4,0,1,0,18,0,106,Work day,Work day
"Friday, April 11, 2014",04/11/14,STATEN ISLAND,5,0,0,0,0,0,5,0,20,Work day,Work day
"Saturday, April 12, 2014",04/12/14,,63,0,5,0,3,0,55,0,157,Weekend,Weekend
"Saturday, April 12, 2014",04/12/14,BRONX,16,0,4,0,0,0,12,0,56,Weekend,Weekend
"Saturday, April 12, 2014",04/12/14,BROOKLYN,40,0,5,0,4,0,31,0,115,Weekend,Weekend
"Saturday, April 12, 2014",04/12/14,MANHATTAN,26,0,9,0,4,0,13,0,108,Weekend,Weekend
"Saturday, April 12, 2014",04/12/14,QUEENS,29,0,2,0,4,0,23,0,122,Weekend,Weekend
"Saturday, April 12, 2014",04/12/14,STATEN ISLAND,5,0,0,0,1,0,4,0,20,Weekend,Weekend
"Sunday, April 13, 2014",04/13/14,,33,0,3,0,1,0,29,0,110,Weekend,Weekend
"Sunday, April 13, 2014",04/13/14,BRONX,23,0,4,0,1,0,18,0,50,Weekend,Weekend
"Sunday, April 13, 2014",04/13/14,BROOKLYN,46,0,8,0,2,0,36,0,112,Weekend,Weekend
"Sunday, April 13, 2014",04/13/14,MANHATTAN,17,0,4,0,3,0,10,0,96,Weekend,Weekend
"Sunday, April 13, 2014",04/13/14,QUEENS,24,0,4,0,2,0,18,0,101,Weekend,Weekend
"Sunday, April 13, 2014",04/13/14,STATEN ISLAND,3,0,0,0,0,0,3,0,13,Weekend,Weekend
"Monday, April 14, 2014",04/14/14,,52,1,3,0,1,0,48,1,127,Work day,Work day
"Monday, April 14, 2014",04/14/14,BRONX,13,0,4,0,3,0,6,0,45,Work day,Work day
"Monday, April 14, 2014",04/14/14,BROOKLYN,56,0,10,0,7,0,39,0,129,Work day,Work day
"Monday, April 14, 2014",04/14/14,MANHATTAN,16,0,5,0,3,0,8,0,104,Work day,Work day
"Monday, April 14, 2014",04/14/14,QUEENS,24,0,5,0,2,0,17,0,96,Work day,Work day
"Monday, April 14, 2014",04/14/14,STATEN ISLAND,3,0,2,0,1,0,0,0,9,Work day,Work day
"Tuesday, April 15, 2014",04/15/14,,18,0,4,0,0,0,14,0,91,Work day,Work day
"Tuesday, April 15, 2014",04/15/14,BRONX,14,0,3,0,1,0,10,0,40,Work day,Work day
"Tuesday, April 15, 2014",04/15/14,BROOKLYN,31,0,6,0,0,0,25,0,101,Work day,Work day
"Tuesday, April 15, 2014",04/15/14,MANHATTAN,25,0,13,0,3,0,9,0,100,Work day,Work day
"Tuesday, April 15, 2014",04/15/14,QUEENS,26,0,5,0,1,0,20,0,102,Work day,Work day
"Tuesday, April 15, 2014",04/15/14,STATEN ISLAND,2,0,1,0,0,0,1,0,16,Work day,Work day
"Wednesday, April 16, 2014",04/16/14,,35,0,4,0,0,0,31,0,149,Work day,Work day
"Wednesday, April 16, 2014",04/16/14,BRONX,17,0,5,0,1,0,11,0,64,Work day,Work day
"Wednesday, April 16, 2014",04/16/14,BROOKLYN,41,1,14,0,6,0,21,1,123,Work day,Work day
"Wednesday, April 16, 2014",04/16/14,MANHATTAN,25,0,12,0,4,0,9,0,122,Work day,Work day
"Wednesday, April 16, 2014",04/16/14,QUEENS,30,0,5,0,3,0,22,0,97,Work day,Work day
"Wednesday, April 16, 2014",04/16/14,STATEN ISLAND,1,0,1,0,0,0,0,0,15,Work day,Work day
"Thursday, April 17, 2014",04/17/14,,29,0,2,0,1,0,26,0,138,Work day,Work day
"Thursday, April 17, 2014",04/17/14,BRONX,15,0,5,0,1,0,9,0,49,Work day,Work day
"Thursday, April 17, 2014",04/17/14,BROOKLYN,21,0,9,0,0,0,12,0,99,Work day,Work day
"Thursday, April 17, 2014",04/17/14,MANHATTAN,14,1,7,0,1,1,6,0,118,Work day,Work day
"Thursday, April 17, 2014",04/17/14,QUEENS,14,0,2,0,2,0,10,0,87,Work day,Work day
"Thursday, April 17, 2014",04/17/14,STATEN ISLAND,4,0,2,0,0,0,2,0,17,Work day,Work day
"Friday, April 18, 2014",04/18/14,,27,0,3,0,1,0,23,0,129,Work day,Work day
"Friday, April 18, 2014",04/18/14,BRONX,12,0,2,0,1,0,9,0,49,Work day,Work day
"Friday, April 18, 2014",04/18/14,BROOKLYN,28,0,6,0,6,0,16,0,117,Work day,Work day
"Friday, April 18, 2014",04/18/14,MANHATTAN,14,0,1,0,2,0,11,0,97,Work day,Work day
"Friday, April 18, 2014",04/18/14,QUEENS,11,0,2,0,0,0,9,0,89,Work day,Work day
"Friday, April 18, 2014",04/18/14,STATEN ISLAND,5,0,0,0,0,0,5,0,15,Work day,Work day
"Saturday, April 19, 2014",04/19/14,,29,0,1,0,1,0,27,0,121,Weekend,Weekend
"Saturday, April 19, 2014",04/19/14,BRONX,22,0,6,0,2,0,14,0,64,Weekend,Weekend
"Saturday, April 19, 2014",04/19/14,BROOKLYN,45,0,11,0,6,0,28,0,107,Weekend,Weekend
"Saturday, April 19, 2014",04/19/14,MANHATTAN,26,0,5,0,10,0,11,0,105,Weekend,Weekend
"Saturday, April 19, 2014",04/19/14,QUEENS,24,0,0,0,2,0,22,0,113,Weekend,Weekend
"Saturday, April 19, 2014",04/19/14,STATEN ISLAND,4,0,0,0,0,0,4,0,14,Weekend,Weekend
"Sunday, April 20, 2014",04/20/14,,20,0,0,0,0,0,20,0,94,Weekend,Weekend
"Sunday, April 20, 2014",04/20/14,BRONX,11,0,3,0,1,0,7,0,35,Weekend,Weekend
"Sunday, April 20, 2014",04/20/14,BROOKLYN,40,0,3,0,1,0,36,0,93,Weekend,Weekend
"Sunday, April 20, 2014",04/20/14,MANHATTAN,19,0,5,0,5,0,9,0,82,Weekend,Weekend
"Sunday, April 20, 2014",04/20/14,QUEENS,15,0,2,0,0,0,13,0,82,Weekend,Weekend
"Sunday, April 20, 2014",04/20/14,STATEN ISLAND,3,0,0,0,0,0,3,0,7,Weekend,Weekend
"Monday, April 21, 2014",04/21/14,,38,0,5,0,3,0,30,0,146,Work day,Work day
"Monday, April 21, 2014",04/21/14,BRONX,11,0,4,0,0,0,7,0,52,Work day,Work day
"Monday, April 21, 2014",04/21/14,BROOKLYN,21,0,2,0,3,0,16,0,107,Work day,Work day
"Monday, April 21, 2014",04/21/14,MANHATTAN,13,0,5,0,1,0,7,0,83,Work day,Work day
"Monday, April 21, 2014",04/21/14,QUEENS,26,1,9,1,2,0,15,0,119,Work day,Work day
"Monday, April 21, 2014",04/21/14,STATEN ISLAND,2,0,0,0,0,0,2,0,13,Work day,Work day
"Tuesday, April 22, 2014",04/22/14,,27,0,2,0,0,0,25,0,118,Work day,Work day
"Tuesday, April 22, 2014",04/22/14,BRONX,15,0,3,0,0,0,12,0,45,Work day,Work day
"Tuesday, April 22, 2014",04/22/14,BROOKLYN,27,0,4,0,3,0,20,0,86,Work day,Work day
"Tuesday, April 22, 2014",04/22/14,MANHATTAN,18,0,4,0,3,0,11,0,99,Work day,Work day
"Tuesday, April 22, 2014",04/22/14,QUEENS,28,0,3,0,2,0,23,0,99,Work day,Work day
"Tuesday, April 22, 2014",04/22/14,STATEN ISLAND,3,0,0,0,2,0,1,0,12,Work day,Work day
"Wednesday, April 23, 2014",04/23/14,,28,0,3,0,2,0,23,0,115,Work day,Work day
"Wednesday, April 23, 2014",04/23/14,BRONX,5,0,2,0,0,0,3,0,37,Work day,Work day
"Wednesday, April 23, 2014",04/23/14,BROOKLYN,41,0,11,0,11,0,19,0,119,Work day,Work day
"Wednesday, April 23, 2014",04/23/14,MANHATTAN,14,0,8,0,3,0,3,0,134,Work day,Work day
"Wednesday, April 23, 2014",04/23/14,QUEENS,26,1,12,1,2,0,12,0,114,Work day,Work day
"Wednesday, April 23, 2014",04/23/14,STATEN ISLAND,3,0,1,0,0,0,2,0,17,Work day,Work day
"Thursday, April 24, 2014",04/24/14,,28,0,1,0,0,0,27,0,143,Work day,Work day
"Thursday, April 24, 2014",04/24/14,BRONX,10,0,3,0,0,0,7,0,46,Work day,Work day
"Thursday, April 24, 2014",04/24/14,BROOKLYN,47,0,10,0,6,0,31,0,140,Work day,Work day
"Thursday, April 24, 2014",04/24/14,MANHATTAN,23,0,10,0,3,0,10,0,142,Work day,Work day
"Thursday, April 24, 2014",04/24/14,QUEENS,22,0,1,0,5,0,16,0,98,Work day,Work day
"Thursday, April 24, 2014",04/24/14,STATEN ISLAND,9,0,1,0,0,0,8,0,17,Work day,Work day
"Friday, April 25, 2014",04/25/14,,38,0,2,0,0,0,36,0,146,Work day,Work day
"Friday, April 25, 2014",04/25/14,BRONX,12,0,4,0,1,0,7,0,58,Work day,Work day
"Friday, April 25, 2014",04/25/14,BROOKLYN,42,0,12,0,5,0,25,0,145,Work day,Work day
"Friday, April 25, 2014",04/25/14,MANHATTAN,24,0,5,0,4,0,15,0,136,Work day,Work day
"Friday, April 25, 2014",04/25/14,QUEENS,26,0,0,0,1,0,25,0,110,Work day,Work day
"Friday, April 25, 2014",04/25/14,STATEN ISLAND,0,0,0,0,0,0,0,0,22,Work day,Work day
"Saturday, April 26, 2014",04/26/14,,35,1,1,1,1,0,33,0,124,Weekend,Weekend
"Saturday, April 26, 2014",04/26/14,BRONX,17,0,8,0,0,0,9,0,51,Weekend,Weekend
"Saturday, April 26, 2014",04/26/14,BROOKLYN,33,1,11,0,1,0,21,1,115,Weekend,Weekend
"Saturday, April 26, 2014",04/26/14,MANHATTAN,14,0,9,0,4,0,1,0,118,Weekend,Weekend
"Saturday, April 26, 2014",04/26/14,QUEENS,25,0,4,0,3,0,18,0,122,Weekend,Weekend
"Saturday, April 26, 2014",04/26/14,STATEN ISLAND,4,0,1,0,0,0,3,0,16,Weekend,Weekend
"Sunday, April 27, 2014",04/27/14,,49,0,4,0,1,0,44,0,126,Weekend,Weekend
"Sunday, April 27, 2014",04/27/14,BRONX,12,0,5,0,0,0,7,0,39,Weekend,Weekend
"Sunday, April 27, 2014",04/27/14,BROOKLYN,46,0,5,0,11,0,30,0,100,Weekend,Weekend
"Sunday, April 27, 2014",04/27/14,MANHATTAN,18,0,4,0,1,0,13,0,86,Weekend,Weekend
"Sunday, April 27, 2014",04/27/14,QUEENS,26,0,6,0,0,0,20,0,87,Weekend,Weekend
"Sunday, April 27, 2014",04/27/14,STATEN ISLAND,13,0,2,0,0,0,11,0,11,Weekend,Weekend
"Monday, April 28, 2014",04/28/14,,43,0,1,0,1,0,41,0,149,Work day,Work day
"Monday, April 28, 2014",04/28/14,BRONX,25,1,9,0,0,0,16,1,55,Work day,Work day
"Monday, April 28, 2014",04/28/14,BROOKLYN,36,0,12,0,2,0,22,0,153,Work day,Work day
"Monday, April 28, 2014",04/28/14,MANHATTAN,11,0,4,0,4,0,3,0,107,Work day,Work day
"Monday, April 28, 2014",04/28/14,QUEENS,25,0,4,0,2,0,19,0,114,Work day,Work day
"Monday, April 28, 2014",04/28/14,STATEN ISLAND,7,0,1,0,0,0,6,0,19,Work day,Work day
"Tuesday, April 29, 2014",04/29/14,,24,0,1,0,1,0,22,0,128,Work day,Work day
"Tuesday, April 29, 2014",04/29/14,BRONX,17,0,0,0,0,0,17,0,46,Work day,Work day
"Tuesday, April 29, 2014",04/29/14,BROOKLYN,21,0,9,0,1,0,11,0,113,Work day,Work day
"Tuesday, April 29, 2014",04/29/14,MANHATTAN,20,0,7,0,1,0,12,0,117,Work day,Work day
"Tuesday, April 29, 2014",04/29/14,QUEENS,34,0,6,0,2,0,26,0,135,Work day,Work day
"Tuesday, April 29, 2014",04/29/14,STATEN ISLAND,1,0,0,0,0,0,1,0,16,Work day,Work day
"Wednesday, April 30, 2014",04/30/14,,30,0,5,0,0,0,25,0,150,Work day,Work day
"Wednesday, April 30, 2014",04/30/14,BRONX,10,0,4,0,0,0,6,0,54,Work day,Work day
"Wednesday, April 30, 2014",04/30/14,BROOKLYN,51,1,14,0,3,0,34,1,156,Work day,Work day
"Wednesday, April 30, 2014",04/30/14,MANHATTAN,37,1,18,1,2,0,17,0,152,Work day,Work day
"Wednesday, April 30, 2014",04/30/14,QUEENS,34,0,12,0,0,0,22,0,118,Work day,Work day
"Wednesday, April 30, 2014",04/30/14,STATEN ISLAND,4,0,2,0,0,0,2,0,21,Work day,Work day
"Thursday, May 1, 2014",05/01/14,,30,1,3,0,0,0,27,1,162,Work day,Work day
"Thursday, May 1, 2014",05/01/14,BRONX,26,0,6,0,2,0,18,0,70,Work day,Work day
"Thursday, May 1, 2014",05/01/14,BROOKLYN,58,0,11,0,3,0,44,0,172,Work day,Work day
"Thursday, May 1, 2014",05/01/14,MANHATTAN,22,0,6,0,8,0,8,0,123,Work day,Work day
"Thursday, May 1, 2014",05/01/14,QUEENS,32,0,10,0,3,0,19,0,108,Work day,Work day
"Thursday, May 1, 2014",05/01/14,STATEN ISLAND,3,0,1,0,0,0,2,0,15,Work day,Work day
"Friday, May 2, 2014",05/02/14,,43,0,5,0,1,0,37,0,180,Work day,Work day
"Friday, May 2, 2014",05/02/14,BRONX,18,0,3,0,2,0,13,0,72,Work day,Work day
"Friday, May 2, 2014",05/02/14,BROOKLYN,29,0,6,0,2,0,21,0,141,Work day,Work day
"Friday, May 2, 2014",05/02/14,MANHATTAN,17,0,4,0,8,0,5,0,134,Work day,Work day
"Friday, May 2, 2014",05/02/14,QUEENS,51,0,7,0,5,0,39,0,146,Work day,Work day
"Friday, May 2, 2014",05/02/14,STATEN ISLAND,4,0,0,0,0,0,4,0,25,Work day,Work day
"Saturday, May 3, 2014",05/03/14,,35,0,4,0,2,0,29,0,143,Weekend,Weekend
"Saturday, May 3, 2014",05/03/14,BRONX,26,0,7,0,1,0,18,0,51,Weekend,Weekend
"Saturday, May 3, 2014",05/03/14,BROOKLYN,34,0,13,0,4,0,17,0,127,Weekend,Weekend
"Saturday, May 3, 2014",05/03/14,MANHATTAN,17,0,6,0,5,0,6,0,141,Weekend,Weekend
"Saturday, May 3, 2014",05/03/14,QUEENS,37,1,6,1,3,0,28,0,106,Weekend,Weekend
"Saturday, May 3, 2014",05/03/14,STATEN ISLAND,4,0,1,0,0,0,3,0,22,Weekend,Weekend
"Sunday, May 4, 2014",05/04/14,,20,0,1,0,0,0,19,0,97,Weekend,Weekend
"Sunday, May 4, 2014",05/04/14,BRONX,15,0,7,0,1,0,7,0,44,Weekend,Weekend
"Sunday, May 4, 2014",05/04/14,BROOKLYN,48,1,7,0,3,0,38,1,112,Weekend,Weekend
"Sunday, May 4, 2014",05/04/14,MANHATTAN,21,0,7,0,4,0,10,0,96,Weekend,Weekend
"Sunday, May 4, 2014",05/04/14,QUEENS,33,0,6,0,2,0,25,0,92,Weekend,Weekend
"Sunday, May 4, 2014",05/04/14,STATEN ISLAND,2,0,0,0,0,0,2,0,10,Weekend,Weekend
"Monday, May 5, 2014",05/05/14,,44,0,0,0,0,0,44,0,149,Work day,Work day
"Monday, May 5, 2014",05/05/14,BRONX,17,0,3,0,0,0,14,0,56,Work day,Work day
"Monday, May 5, 2014",05/05/14,BROOKLYN,49,1,12,1,7,0,30,0,159,Work day,Work day
"Monday, May 5, 2014",05/05/14,MANHATTAN,24,0,8,0,2,0,14,0,115,Work day,Work day
"Monday, May 5, 2014",05/05/14,QUEENS,25,0,3,0,4,0,18,0,121,Work day,Work day
"Monday, May 5, 2014",05/05/14,STATEN ISLAND,0,0,0,0,0,0,0,0,18,Work day,Work day
"Tuesday, May 6, 2014",05/06/14,,33,0,6,0,1,0,26,0,135,Work day,Work day
"Tuesday, May 6, 2014",05/06/14,BRONX,14,0,5,0,1,0,8,0,53,Work day,Work day
"Tuesday, May 6, 2014",05/06/14,BROOKLYN,36,0,7,0,6,0,23,0,131,Work day,Work day
"Tuesday, May 6, 2014",05/06/14,MANHATTAN,32,1,8,0,6,0,18,1,127,Work day,Work day
"Tuesday, May 6, 2014",05/06/14,QUEENS,29,0,8,0,3,0,18,0,101,Work day,Work day
"Tuesday, May 6, 2014",05/06/14,STATEN ISLAND,4,0,2,0,0,0,2,0,18,Work day,Work day
"Wednesday, May 7, 2014",05/07/14,,41,0,3,0,1,0,37,0,139,Work day,Work day
"Wednesday, May 7, 2014",05/07/14,BRONX,22,0,7,0,1,0,14,0,60,Work day,Work day
"Wednesday, May 7, 2014",05/07/14,BROOKLYN,35,0,3,0,3,0,29,0,130,Work day,Work day
"Wednesday, May 7, 2014",05/07/14,MANHATTAN,27,0,5,0,5,0,17,0,145,Work day,Work day
"Wednesday, May 7, 2014",05/07/14,QUEENS,26,0,4,0,0,0,22,0,110,Work day,Work day
"Wednesday, May 7, 2014",05/07/14,STATEN ISLAND,3,0,1,0,0,0,2,0,19,Work day,Work day
"Thursday, May 8, 2014",05/08/14,,27,0,1,0,0,0,26,0,141,Work day,Work day
"Thursday, May 8, 2014",05/08/14,BRONX,4,0,2,0,0,0,2,0,49,Work day,Work day
"Thursday, May 8, 2014",05/08/14,BROOKLYN,38,0,7,0,5,0,26,0,138,Work day,Work day
"Thursday, May 8, 2014",05/08/14,MANHATTAN,21,1,7,1,4,0,10,0,132,Work day,Work day
"Thursday, May 8, 2014",05/08/14,QUEENS,35,0,4,0,0,0,31,0,115,Work day,Work day
"Thursday, May 8, 2014",05/08/14,STATEN ISLAND,6,0,0,0,0,0,6,0,20,Work day,Work day
"Friday, May 9, 2014",05/09/14,,30,0,3,0,2,0,25,0,144,Work day,Work day
"Friday, May 9, 2014",05/09/14,BRONX,10,0,3,0,3,0,4,0,63,Work day,Work day
"Friday, May 9, 2014",05/09/14,BROOKLYN,37,0,15,0,0,0,22,0,137,Work day,Work day
"Friday, May 9, 2014",05/09/14,MANHATTAN,18,0,7,0,2,0,9,0,115,Work day,Work day
"Friday, May 9, 2014",05/09/14,QUEENS,26,0,2,0,2,0,22,0,115,Work day,Work day
"Friday, May 9, 2014",05/09/14,STATEN ISLAND,2,0,0,0,0,0,2,0,10,Work day,Work day
"Saturday, May 10, 2014",05/10/14,,56,0,2,0,1,0,53,0,145,Weekend,Weekend
"Saturday, May 10, 2014",05/10/14,BRONX,17,0,2,0,0,0,15,0,50,Weekend,Weekend
"Saturday, May 10, 2014",05/10/14,BROOKLYN,26,1,7,1,4,0,15,0,96,Weekend,Weekend
"Saturday, May 10, 2014",05/10/14,MANHATTAN,14,0,3,0,2,0,9,0,119,Weekend,Weekend
"Saturday, May 10, 2014",05/10/14,QUEENS,37,0,9,0,4,0,24,0,131,Weekend,Weekend
"Saturday, May 10, 2014",05/10/14,STATEN ISLAND,3,0,0,0,0,0,3,0,8,Weekend,Weekend
"Sunday, May 11, 2014",05/11/14,,62,1,0,0,2,0,60,1,174,Weekend,Weekend
"Sunday, May 11, 2014",05/11/14,BRONX,13,0,1,0,1,0,11,0,46,Weekend,Weekend
"Sunday, May 11, 2014",05/11/14,BROOKLYN,32,0,4,0,5,0,23,0,123,Weekend,Weekend
"Sunday, May 11, 2014",05/11/14,MANHATTAN,21,0,6,0,1,0,14,0,94,Weekend,Weekend
"Sunday, May 11, 2014",05/11/14,QUEENS,32,1,2,0,1,1,29,0,128,Weekend,Weekend
"Sunday, May 11, 2014",05/11/14,STATEN ISLAND,5,0,0,0,0,0,5,0,19,Weekend,Weekend
"Monday, May 12, 2014",05/12/14,,40,0,5,0,0,0,35,0,138,Work day,Work day
"Monday, May 12, 2014",05/12/14,BRONX,14,0,6,0,0,0,8,0,47,Work day,Work day
"Monday, May 12, 2014",05/12/14,BROOKLYN,46,0,8,0,7,0,31,0,141,Work day,Work day
"Monday, May 12, 2014",05/12/14,MANHATTAN,25,1,9,1,13,0,3,0,140,Work day,Work day
"Monday, May 12, 2014",05/12/14,QUEENS,23,0,7,0,0,0,16,0,101,Work day,Work day
"Monday, May 12, 2014",05/12/14,STATEN ISLAND,2,0,1,0,0,0,1,0,14,Work day,Work day
"Tuesday, May 13, 2014",05/13/14,,37,1,3,0,1,0,33,1,153,Work day,Work day
"Tuesday, May 13, 2014",05/13/14,BRONX,10,0,2,0,1,0,7,0,41,Work day,Work day
"Tuesday, May 13, 2014",05/13/14,BROOKLYN,28,0,8,0,4,0,16,0,133,Work day,Work day
"Tuesday, May 13, 2014",05/13/14,MANHATTAN,21,0,5,0,4,0,12,0,114,Work day,Work day
"Tuesday, May 13, 2014",05/13/14,QUEENS,26,0,8,0,2,0,16,0,99,Work day,Work day
"Tuesday, May 13, 2014",05/13/14,STATEN ISLAND,6,0,1,0,0,0,5,0,20,Work day,Work day
"Wednesday, May 14, 2014",05/14/14,,46,1,6,1,0,0,40,0,169,Work day,Work day
"Wednesday, May 14, 2014",05/14/14,BRONX,21,0,1,0,2,0,18,0,45,Work day,Work day
"Wednesday, May 14, 2014",05/14/14,BROOKLYN,48,0,7,0,5,0,36,0,145,Work day,Work day
